"probs","labels"
"0.081487305","0"
"0.038717274","0"
"0.017656932","0"
"0.08195846","0"
"0.03962159","0"
"0.02353221","0"
"0.007004134","0"
"0.039032873","0"
"0.02083012","0"
"0.5888195","0"
"0.042212248","0"
"0.72091335","0"
"0.05349907","0"
"0.021301646","0"
"0.8180453","0"
"0.18026945","0"
"0.06949819","0"
"0.030221736","0"
"0.016468802","0"
"0.123753585","0"
"0.03182506","0"
"0.037700932","0"
"0.020111348","0"
"0.06956009","0"
"0.036199104","0"
"0.026783124","0"
"0.036447354","0"
"0.050707154","0"
"0.040196255","0"
"0.009382321","0"
"0.12394735","0"
"0.007627596","0"
"0.004631314","0"
"0.09014637","0"
"0.04163809","0"
"0.08715635","0"
"0.060896847","0"
"0.20062903","0"
"0.015809271","0"
"0.09684361","0"
"0.130478","0"
"0.00939212","0"
"0.018554004","0"
"0.013128367","0"
"0.7956449","0"
"0.5410555","0"
"0.04367006","0"
"0.052823313","0"
"0.060121316","0"
"0.021763343","0"
"0.30729288","0"
"0.91719484","0"
"0.08005374","0"
"0.37010086","0"
"0.29719648","0"
"0.27401116","0"
"0.0901111","0"
"0.12687917","0"
"0.30343258","0"
"0.060619555","0"
"0.011459123","0"
"0.06494161","0"
"0.012555877","0"
"0.079635054","0"
"0.06252393","0"
"0.98947805","0"
"0.42827204","0"
"0.13927992","0"
"0.1583625","0"
"0.018184869","0"
"0.02627494","0"
"0.29954395","0"
"0.012479741","0"
"0.5084684","0"
"0.16554849","0"
"0.025607865","0"
"0.13794413","0"
"0.25124022","0"
"0.1549108","0"
"0.4040627","0"
"0.23690909","0"
"0.031619884","0"
"0.4832289","0"
"0.23111548","0"
"0.042194188","0"
"0.17361191","0"
"0.0148712825","0"
"0.25849324","0"
"0.32425785","0"
"0.032872986","0"
"0.07055567","0"
"0.024306567","0"
"0.5302591","0"
"0.22478321","0"
"0.4193266","0"
"0.08581982","0"
"0.10838277","0"
"0.014371802","0"
"0.1299363","0"
"0.16005261","0"
"0.35892075","0"
"0.19302885","0"
0.05460895","0"
"0.051658627","0"
"0.030505024","0"
"0.53890455","0"
"0.093290836","0"
"0.0114554735","0"
"0.13168852","0"
"0.16440718","0"
"0.010897839","0"
"0.2013759","0"
"0.6195019","0"
"0.05044496","0"
"0.550895","0"
"0.019319262","0"
"0.4891173","0"
"0.031281818","0"
"0.22124606","0"
"0.01041017","0"
"0.06719146","0"
"0.026502306","0"
"0.004130977","0"
"0.30338892","0"
"0.10331127","0"
"0.13819695","0"
"0.08615951","0"
"0.046607558","0"
"0.6573832","0"
"0.10776078","0"
"0.15694189","0"
"0.6347064","0"
"0.5385031","0"
"0.04736259","0"
"0.01774327","0"
"0.89207286","0"
"0.15957728","0"
"0.12862508","0"
"0.0044914517","0"
"0.046123523","0"
"0.24197324","0"
"0.061950345","0"
"0.018013591","0"
"0.29461032","0"
"0.06227791","0"
"0.19170775","0"
"0.71305853","0"
"0.017963273","0"
"0.22248018","0"
"0.12784226","0"
"0.7280196","0"
"0.037477523","0"
"0.086900555","0"
"0.05067412","0"
"0.030988112","0"
"0.03606926","0"
"0.02469711","0"
"0.13306752","0"
"0.06552701","0"
"0.058048446","0"
